index,success,ik_time_ms,pos_err_m,rot_err_rad,failure_reason
409,1,0.983592,1.2997508430311306e-09,0.0,
410,1,1.068018,6.328805352187478e-10,0.0,
411,1,0.848635,1.9258758391286287e-07,1.0511393599837184e-06,
412,1,0.932190,1.0363824046654392e-08,0.0,
413,1,0.960788,1.8953830450790052e-06,3.031351832140119e-06,
414,1,1.144074,6.287455455734909e-08,8.429369702178807e-08,
415,1,0.611884,6.836567323476642e-09,0.0,
416,1,0.755314,5.65930792968071e-08,3.8857474358097666e-07,
417,1,0.833662,1.7658218053977797e-07,3.5513565802016856e-07,
418,1,0.786911,1.9458601006069478e-07,1.3506733409911246e-06,
419,1,0.942897,1.3358529414053517e-09,0.0,
420,1,0.989773,5.701194165103897e-08,2.1900144899933154e-07,
421,1,0.996193,1.0413706977483962e-10,0.0,
422,1,0.748053,4.362676645146648e-08,1.032382731180714e-07,
423,1,0.907080,8.64416257731222e-07,1.916175771436587e-06,
424,1,1.170881,3.8912260677094634e-08,1.2287812309317772e-07,
425,1,0.761762,2.58506493249604e-07,1.5335894024692682e-06,
426,1,0.690008,8.993076912418624e-08,5.255696799918546e-07,
427,1,0.718388,2.1850273465194265e-07,1.1151007970493858e-07,
428,1,0.710349,2.497626046217394e-08,4.2146848510894035e-08,
429,1,0.823493,6.0182706328718364e-06,4.680957339477908e-06,
430,1,0.734609,2.8844249753032077e-06,4.784270691976243e-06,
431,1,0.848558,8.610526790622907e-08,9.296222901631809e-07,
432,1,0.673836,3.3653802851417234e-06,8.328296184078837e-06,
433,1,0.774855,6.630247013462067e-07,3.2495466194251023e-06,
434,1,0.976906,6.761379488834952e-09,0.0,
435,1,0.949024,5.284021741613091e-11,0.0,
436,1,0.851891,2.931129255906234e-09,0.0,
437,1,0.889258,3.0659405693503725e-10,0.0,
438,1,0.877647,1.0144792270648262e-07,2.3276357876976306e-07,
439,1,0.776967,3.4457379586164594e-08,2.7637536810325715e-07,
440,1,0.767046,2.3557616844193866e-07,2.8664505159948713e-06,
441,0,8.601998,nan,nan,ik_failed_-31
442,1,1.020964,1.2822561277942359e-06,3.0557191831562717e-06,
443,1,0.894673,1.9941204206352614e-10,0.0,
444,1,0.734492,2.7612904068333656e-07,1.7233887070180663e-06,
445,1,0.900044,3.4039148468939747e-06,4.434040764189028e-06,
446,1,0.727301,2.142714152538603e-06,9.398699967989079e-06,
447,1,0.832142,2.493654971307046e-10,0.0,
448,1,0.742198,1.5818605293549606e-10,0.0,
449,1,0.906691,1.8803632258880455e-09,0.0,
450,1,0.739945,1.4998755558107496e-06,4.237383028788458e-06,
451,0,5.965859,nan,nan,ik_failed_-31
452,1,0.837715,3.540481556547036e-11,0.0,
453,1,0.893914,9.792940890254317e-07,1.7968106621484002e-06,
454,1,0.679771,1.6317369603624235e-07,1.9166392315404584e-06,
455,1,0.708872,1.5941342672456472e-06,7.163042588712661e-06,
456,1,0.889894,8.487156701597469e-11,0.0,
457,1,0.821148,5.00418617050987e-10,0.0,
