index,success,ik_time_ms,pos_err_m,rot_err_rad,failure_reason
464,1,0.631418,3.449484176340862e-07,1.7691638564653772e-06,
465,1,0.598245,6.329373205542545e-08,2.4394252216435837e-07,
466,1,0.492044,4.556229863394881e-10,0.0,
467,1,0.476488,3.6725263612396677e-09,5.16191365590357e-08,
468,1,0.539520,9.82817031529755e-12,0.0,
469,1,0.553184,3.135173247070255e-07,2.129771628463711e-06,
470,1,0.455259,5.7921840377106875e-12,0.0,
471,1,0.478793,3.0438401469793363e-10,0.0,
472,1,0.431104,9.523031065448229e-11,0.0,
473,1,0.398013,1.7340436749962986e-08,3.513641989991549e-07,
474,1,0.516396,5.574747248132647e-09,4.2146848510894035e-08,
475,1,0.541101,1.651912133058296e-06,6.612154165608851e-06,
476,1,0.498496,1.3323984172715346e-06,3.6396677224481665e-06,
477,1,0.445065,5.227383343377173e-06,9.82848783410753e-06,
478,1,0.653337,1.172454159772815e-09,0.0,
479,1,0.601876,1.8307473479682686e-10,0.0,
480,1,0.511739,1.1181369815585426e-06,3.184807302330484e-06,
481,1,0.615483,1.9020651502650296e-06,1.5410999624548216e-06,
482,1,0.995624,6.571642458536377e-07,3.5092155518214318e-06,
483,1,0.711224,1.2760208957701027e-06,6.555223880505549e-06,
484,1,1.293349,8.769061250150465e-09,0.0,
485,1,0.774657,4.3961988221243884e-07,1.7696658181314477e-06,
486,1,0.664637,4.1284625676260456e-08,7.300048299977715e-08,
487,1,0.661095,5.398027666787151e-08,1.1687679023222837e-06,
488,1,0.777845,3.3461288107979333e-09,0.0,
489,1,0.828941,2.1040094509278374e-07,3.31864617039563e-07,
490,1,0.554808,1.1899046417598369e-07,2.289159818848554e-07,
491,1,0.534565,1.2451231136686695e-10,0.0,
492,1,0.492208,6.251445153785764e-08,1.2287812309317772e-07,
493,1,0.428714,1.595795903736459e-07,1.106304597453524e-06,
494,1,0.653717,7.79144283927991e-07,2.787114719328674e-06,
495,1,0.437396,6.376484672574215e-12,0.0,
496,1,0.776894,2.496077736448204e-07,4.005503086188853e-06,
497,1,0.630183,5.455593905672767e-09,0.0,
498,1,0.622902,1.7406890116735978e-06,1.6723856743095647e-06,
499,1,0.671239,1.3945685267781796e-09,0.0,
